Dist Code,Year,State Code,State Name,Dist Name,Crop,Area_ha,Yield_kg_per_ha,Soil_Test_N_ppm,Soil_Test_P_ppm,Soil_Test_K_ppm,Soil_Nutrient_Index,Total_N_kg,Total_P_kg,Total_K_kg,Temperature_C,Humidity_%,pH,Rainfall_mm,Wind_Speed_m_s,Solar_Radiation_MJ_m2_day
1,1975,14,Chhattisgarh,Durg,maize,2900,1097.614409,11.65265349,6.904464585,204.556125,0.289,78300,34800,49300,20.79872262,66.42368253,6,861.5252571,2.5,20
1,1975,14,Chhattisgarh,Durg,chickpea,58300,504.0092174,31.03903224,13.34581764,193.4960859,0.308,543599.694,301999.83,543599.694,19.4166125,59.59420954,6.5,561.476573,1.5,16
1,1976,14,Chhattisgarh,Durg,rice,593600,495.3645527,29.37753716,23.31589934,89.42864047,0.324,8177433.6,3925168.128,7196141.568,23.79658678,87.95763518,6.5,1304.037798,2,18
1,1976,14,Chhattisgarh,Durg,maize,3000,683.040901,29.74326565,14.10251013,51.19565857,0.18,54000.27,24000.12,34000.17,25.70455637,69.76294121,6,597.8500926,2.5,20
1,1976,14,Chhattisgarh,Durg,chickpea,52500,268.1460459,26.88277403,13.76039715,143.0773762,0.321,241201.8,134001,241201.8,19.97300555,61.86877327,6.5,646.0509915,1.5,16
1,1977,14,Chhattisgarh,Durg,rice,600700,995.1017238,22.20983705,7.452613308,91.92498042,0.209,14310025.58,6868812.276,12592822.51,22.88457814,84.36507888,6.5,1197.933882,2,18
1,1977,14,Chhattisgarh,Durg,maize,3400,742.8870569,22.38691018,6.698826504,130.5657169,0.234,75600.054,33600.024,47600.034,23.64508982,68.20573467,6,896.725428,2.5,20
1,1977,14,Chhattisgarh,Durg,chickpea,56300,287.5469765,28.8802482,46.78749175,160.3410562,0.518,318602.826,177001.57,318602.826,17.5583127,57.92663884,6.5,496.6659886,1.5,16
1,1978,14,Chhattisgarh,Durg,rice,612500,676.0362731,29.87026343,18.33861165,27.90687192,0.196,9055046.875,4346422.5,7968441.25,25.41772719,85.2578956,6.5,1369.156426,2,18
1,1978,14,Chhattisgarh,Durg,maize,3400,918.9088885,17.11789688,14.53476239,293.6414251,0.433,78299.892,34799.952,49299.932,18.08065975,72.84085133,6,936.4251326,2.5,20
1,1978,14,Chhattisgarh,Durg,chickpea,52100,324.6600524,25.01818639,17.43503886,135.4362136,0.303,306004.14,170002.3,306004.14,17.3436279,57.18005574,6.5,553.5803437,1.5,16
1,1979,14,Chhattisgarh,Durg,rice,616800,506.4572598,21.87213591,23.59007372,194.582533,0.368,8264965.8,3967183.584,7273169.904,25.39372247,77.93827198,6.5,1242.698943,2,18
1,1979,14,Chhattisgarh,Durg,maize,3000,1251.054628,37.19601225,13.95075046,241.3586279,0.358,97200,43200,61200,23.47693316,70.42658353,6,690.0814808,2.5,20
1,1979,14,Chhattisgarh,Durg,chickpea,65300,191.310318,18.06942992,16.34016996,291.4355753,0.401,282601.422,157000.79,282601.422,20.34273656,61.64810428,6.5,661.8224517,1.5,16
1,1980,14,Chhattisgarh,Durg,rice,634900,904.5348127,11.46888564,8.908757246,129.5681807,0.231,12890057.25,6187227.48,11343250.38,24.76870344,86.21988857,6.5,1116.453416,2,18
1,1980,14,Chhattisgarh,Durg,maize,3000,1130.575017,11.3151246,4.984531909,139.4228067,0.219,75599.73,33599.88,47599.83,21.39779261,72.65997506,6,830.8741803,2.5,20
1,1980,14,Chhattisgarh,Durg,chickpea,54200,272.1582327,9.289828713,21.59654092,83.8842767,0.233,323996.76,179998.2,323996.76,17.04295602,55.08246742,6.5,499.8731236,1.5,16
1,1981,14,Chhattisgarh,Durg,rice,630000,644.2292205,40.11553393,9.535061151,127.215607,0.306,12672450,6082776,11151756,23.56031158,76.06860726,6.5,1317.819831,2,18
1,1981,14,Chhattisgarh,Durg,maize,3000,1015.732676,40.72811499,4.11463965,164.2784868,0.284,81000,36000,51000,21.07872246,71.5486126,6,857.0464249,2.5,20
1,1981,14,Chhattisgarh,Durg,chickpea,60900,384.2393162,39.28964514,4.396460639,160.8566003,0.294,415799.622,230999.79,415799.622,22.11424445,60.71390489,6.5,798.6778584,1.5,16
1,1982,14,Chhattisgarh,Durg,rice,627900,821.4704297,19.64029204,14.29132801,49.47633108,0.285,12832549.28,6159623.652,11292643.36,25.68723658,75.78014019,6.5,1217.553384,2,18
1,1982,14,Chhattisgarh,Durg,maize,3000,1047.017312,7.378692881,24.16616943,173.7275258,0.299,83699.73,37199.88,52699.83,18.47391969,75.26448529,6,647.3777444,2.5,20
1,1982,14,Chhattisgarh,Durg,chickpea,71700,379.4291122,29.30494787,15.20422018,104.9418134,0.287,502198.272,278999.04,502198.272,20.64816794,48.76034235,6.5,628.1532176,1.5,16
1,1983,14,Chhattisgarh,Durg,rice,626700,1248.901772,27.95698951,16.03626954,106.8774432,0.278,17774935.43,8531969.004,15641943.17,24.22983544,81.6781207,6.5,1454.614858,2,18
1,1983,14,Chhattisgarh,Durg,maize,3000,1073.389792,41.03738879,16.42282068,63.15517706,0.328,99899.73,44399.88,62899.83,20.646156,62.26519769,6,776.376205,2.5,20
1,1983,14,Chhattisgarh,Durg,chickpea,67700,376.5169335,33.53319204,6.858539911,191.1481658,0.319,444594.024,246996.68,444594.024,21.22335258,64.40349228,6.5,649.4960016,1.5,16
1,1984,14,Chhattisgarh,Durg,rice,632200,851.7703502,34.18118577,3.427241973,193.0663254,0.36,14095057.05,6765627.384,12403650.2,27.06199904,78.67504986,6.5,1263.290505,2,18
1,1984,14,Chhattisgarh,Durg,maize,3600,1314.347767,26.41967329,31.15605136,270.6097136,0.477,110700.108,49200.048,69700.068,23.86256024,73.73863296,6,673.999496,2.5,20
1,1984,14,Chhattisgarh,Durg,chickpea,82800,460.6801209,10.70009088,12.45308282,91.2479279,0.2,719997.336,399998.52,719997.336,18.32156495,58.04502901,6.5,625.9283491,1.5,16
1,1985,14,Chhattisgarh,Durg,rice,630800,1182.183997,18.87238629,14.09361059,168.6276398,0.272,17494922.6,8397562.848,15395531.89,24.38157525,86.62871787,6.5,1270.507652,2,18
1,1985,14,Chhattisgarh,Durg,maize,3800,688.7544537,28.65958768,25.0107352,126.7808003,0.369,80999.622,35999.832,50999.762,22.66252686,60.67099979,6,872.6615063,2.5,20
1,1985,14,Chhattisgarh,Durg,chickpea,87900,425.2581496,41.00103989,13.26081304,321.262723,0.485,685804.59,381002.55,685804.59,21.95109025,64.39744826,6.5,560.1142138,1.5,16
1,1986,14,Chhattisgarh,Durg,rice,643000,804.8995236,35.73666075,8.179645988,76.03686859,0.224,13125076.75,6300036.84,11550067.54,24.04165152,76.96075867,6.5,1107.141133,2,18
1,1986,14,Chhattisgarh,Durg,maize,4000,638.8303516,25.5145476,13.62879089,179.5247118,0.338,81000,36000,51000,21.62868205,71.87549966,6,725.709695,2.5,20
1,1986,14,Chhattisgarh,Durg,chickpea,98000,564.1494931,30.73049947,10.2390722,83.7441833,0.26,989992.08,549995.6,989992.08,17.78733005,62.08544963,6.5,575.3105172,1.5,16
1,1987,14,Chhattisgarh,Durg,rice,648000,747.7096759,10.18651304,12.23937526,185.7870422,0.255,13075020,6276009.6,11506017.6,22.60758675,73.03789399,6.5,1211.315171,2,18
1,1987,14,Chhattisgarh,Durg,maize,4000,713.6620807,26.58855684,2.038953781,148.3374727,0.259,81000,36000,51000,23.62505164,74.98707499,6,666.426244,2.5,20
1,1987,14,Chhattisgarh,Durg,chickpea,113500,453.1120056,30.2139857,9.334229925,165.7783888,0.277,937798.29,520999.05,937798.29,22.71248006,61.96851237,6.5,705.1501523,1.5,16
1,1988,14,Chhattisgarh,Durg,rice,652700,779.6361207,33.38836638,4.877572636,159.6758814,0.271,13742435.33,6596368.956,12093343.09,24.85597976,80.58470529,6.5,1287.696353,2,18
1,1988,14,Chhattisgarh,Durg,maize,3800,1135.57656,27.9192374,32.25360122,226.115879,0.464,107999.838,47999.928,67999.898,24.0070658,71.92589077,6,1049.659909,2.5,20
1,1988,14,Chhattisgarh,Durg,chickpea,118400,448.4487616,5.418460804,10.02594607,188.5038861,0.228,1026002.304,570001.28,1026002.304,20.72327205,60.62615767,6.5,629.981049,1.5,16
1,1989,14,Chhattisgarh,Durg,rice,660200,622.3467693,30.79108637,20.66010472,395.241899,0.557,11432518.35,5487608.808,10060616.15,23.70976049,84.17339472,6.5,1181.827819,2,18
1,1989,14,Chhattisgarh,Durg,maize,3700,1199.765345,23.93093982,26.0662293,219.4819368,0.465,129600.27,57600.12,81600.17,22.72279121,67.64288906,6,648.1775999,2.5,20
1,1989,14,Chhattisgarh,Durg,chickpea,119600,454.7170208,27.38689955,11.93327053,199.7541388,0.343,1088993.88,604996.6,1088993.88,23.07607313,64.18091866,6.5,447.7993774,1.5,16
1,1990,14,Chhattisgarh,Durg,rice,682900,1094.249497,18.73802638,12.21898064,108.298905,0.221,20169963.68,9681582.564,17749568.03,24.92834792,82.86148893,6.5,1095.689892,2,18
1,1990,14,Chhattisgarh,Durg,maize,4000,1026.650703,20.17381322,61.05867618,35.64172978,0.495,102600,45600,64600,25.12928731,69.13991169,6,671.5055186,2.5,20
1,1990,14,Chhattisgarh,Durg,chickpea,126200,620.2431189,37.70386256,6.643440984,112.7438804,0.234,1162809.324,646005.18,1162809.324,14.76050979,69.23122262,6.5,551.6848917,1.5,16
1,1991,14,Chhattisgarh,Durg,rice,680800,1157.230612,29.28989924,10.37809998,67.8081633,0.28,19339996.2,9283198.176,17019196.66,26.64380501,82.25800818,6.5,1124.654887,2,18
1,1991,14,Chhattisgarh,Durg,maize,3800,833.1344149,13.91419666,19.98366745,78.39815243,0.278,94499.73,41999.88,59499.83,22.17409414,70.97500038,6,910.5361738,2.5,20
1,1991,14,Chhattisgarh,Durg,chickpea,117200,635.8841517,25.9769039,8.450728811,93.82517874,0.268,1362590.64,756994.8,1362590.64,19.4019853,62.86980409,6.5,653.0500224,1.5,16
1,1992,14,Chhattisgarh,Durg,rice,688000,982.7223771,53.80591784,15.90740259,38.3573948,0.318,19432560,9327628.8,17100652.8,25.18352155,79.47616356,6.5,1264.284672,2,18
1,1992,14,Chhattisgarh,Durg,maize,4400,1374.123715,22.47326393,9.637634312,204.7297592,0.315,162000.432,72000.192,102000.272,18.02486217,76.00550246,6,639.167643,2.5,20
1,1992,14,Chhattisgarh,Durg,chickpea,112600,557.6050392,8.156548085,14.19030959,173.9737075,0.284,1141210.008,634005.56,1141210.008,19.56065622,59.89321205,6.5,603.4381988,1.5,16
1,1993,14,Chhattisgarh,Durg,rice,703600,1324.760549,37.81418124,2.457851975,110.144037,0.265,21917491.8,10520396.06,19287392.78,25.71422514,84.09714141,6.5,1035.564584,2,18
1,1993,14,Chhattisgarh,Durg,maize,3800,876.3309987,26.3145963,10.46491153,262.4750766,0.342,113399.676,50399.856,71399.796,24.95578809,64.65859997,6,859.2821659,2.5,20
1,1993,14,Chhattisgarh,Durg,chickpea,110600,645.8859248,19.02551814,8.110924784,206.9973389,0.309,1250998.812,694999.34,1250998.812,18.96345956,51.020898,6.5,526.6020677,1.5,16
1,1994,14,Chhattisgarh,Durg,rice,726800,1172.32981,50.81230695,26.34429167,39.93055208,0.369,24197534.1,11614816.37,21293830.01,23.38301279,82.01316764,6.5,1067.182896,2,18
1,1994,14,Chhattisgarh,Durg,maize,4800,1021.768801,24.89861986,25.25853256,103.3457412,0.351,116099.568,51599.808,73099.728,20.99648591,68.08096753,6,756.5700612,2.5,20
1,1994,14,Chhattisgarh,Durg,chickpea,124700,776.9362665,34.37810636,20.74812836,74.87721401,0.315,1467003.222,815001.79,1467003.222,21.83080424,59.03668501,6.5,536.0439365,1.5,16
1,1995,14,Chhattisgarh,Durg,rice,723300,1463.161295,24.07740047,6.416357029,84.56714545,0.159,26299911.3,12623957.42,23143921.94,25.65750222,68.29298309,6.5,1273.202755,2,18
1,1995,14,Chhattisgarh,Durg,maize,4200,1339.013743,17.02381414,3.209512482,262.5293943,0.323,151199.622,67199.832,95199.762,20.94047959,78.50312769,6,745.2798827,2.5,20
1,1995,14,Chhattisgarh,Durg,chickpea,124000,556.0186007,6.233642497,10.04628845,160.7339645,0.224,1103389.2,612994,1103389.2,21.02653487,60.52278491,6.5,602.2986418,1.5,16
1,1996,14,Chhattisgarh,Durg,rice,710900,1339.577138,47.92326966,7.995800978,211.8910836,0.367,22930079.5,11006438.16,20178469.96,25.1941551,86.67287264,6.5,1108.437569,2,18
1,1996,14,Chhattisgarh,Durg,maize,3200,1183.354979,17.34538015,10.13358643,184.3058054,0.275,110700,49200,69700,23.93728998,63.03710487,6,746.8987499,2.5,20
1,1996,14,Chhattisgarh,Durg,chickpea,117700,643.097383,30.09241505,12.21232107,166.2379037,0.276,1405797.03,780998.35,1405797.03,18.59589381,60.49324467,6.5,499.0309373,1.5,16
1,1997,14,Chhattisgarh,Durg,rice,735700,1023.531126,23.06779098,12.20528243,206.1358962,0.318,20937470.23,10049985.71,18424973.8,24.34467571,82.03759695,6.5,1162.63038,2,18
1,1997,14,Chhattisgarh,Durg,maize,3500,1153.41172,40.64777943,3.462665103,283.2214473,0.417,86400.405,38400.18,54400.255,21.21578369,70.6698356,6,852.1433497,2.5,20
1,1997,14,Chhattisgarh,Durg,chickpea,111000,468.7878855,0,16.61363253,184.9996784,0.245,878400.72,488000.4,878400.72,17.0729701,61.16748855,6.5,632.731013,1.5,16
1,1998,14,Chhattisgarh,Durg,rice,786510,788.2163203,28.58156792,6.607278564,130.4612296,0.265,17115440.74,8215411.554,15061587.85,25.59224055,73.05042483,6.5,1331.699521,2,18
1,1998,14,Chhattisgarh,Durg,maize,5610,998.1019953,15.28196399,13.08346645,204.2213349,0.293,153386.0955,68171.598,96576.4305,22.52211054,71.58505725,6,666.0686682,2.5,20
1,1998,14,Chhattisgarh,Durg,chickpea,144250,540.2926972,26.53027025,13.33886183,209.3901753,0.324,1534661.325,852589.625,1534661.325,20.01022691,55.78659819,6.5,586.5294129,1.5,16
1,1999,14,Chhattisgarh,Durg,rice,769790,1189.557518,28.75483779,18.58782944,172.3258453,0.393,24075952.04,11556456.98,21186837.8,24.53082573,76.91142761,6.5,1143.459679,2,18
1,1999,14,Chhattisgarh,Durg,maize,3810,1348.06689,4.705423595,9.852529932,197.9775497,0.277,134496.3528,59776.1568,84682.8888,19.16925852,70.08253881,6,808.739932,2.5,20
1,1999,14,Chhattisgarh,Durg,chickpea,118670,534.8052564,28.44349539,18.91253461,155.1927684,0.321,1431032.036,795017.798,1431032.036,19.15870935,58.24044105,6.5,611.4774032,1.5,16
1,2000,14,Chhattisgarh,Durg,rice,748760,628.7400214,39.4022536,11.95461226,157.7574594,0.35,11697315.91,5614711.637,10293638,24.31457097,78.52790958,6.5,1108.937789,2,18
1,2000,14,Chhattisgarh,Durg,maize,3940,728.9308833,25.76137252,14.70664447,219.9250437,0.335,84308.2776,37470.3456,53082.9896,20.39544546,75.61987898,6,828.4446596,2.5,20
1,2000,14,Chhattisgarh,Durg,chickpea,98520,487.0915321,36.36562666,24.57231153,240.6094547,0.456,898809.7824,499338.768,898809.7824,19.67742858,59.21975062,6.5,585.5644492,1.5,16
1,2001,14,Chhattisgarh,Durg,rice,756260,1393.545038,27.7927837,17.62613369,118.0765006,0.318,24467468.85,11744385.05,21531372.58,25.80810171,78.01552472,6.5,1334.523978,2,18
1,2001,14,Chhattisgarh,Durg,maize,3900,770.6041377,30.05593289,18.16446235,127.4129366,0.303,70783.713,31459.428,44567.523,25.7723718,69.38489617,6,655.7991174,2.5,20
1,2001,14,Chhattisgarh,Durg,chickpea,117530,858.6479276,29.6863661,6.447017083,306.171312,0.395,1556868.197,864926.776,1556868.197,20.34915563,54.44256209,6.5,541.4589577,1.5,16
1,2002,14,Chhattisgarh,Durg,rice,753410,589.4188325,17.38515055,9.284855306,214.5709815,0.269,12122366.9,5818736.112,10667682.87,25.51510078,80.81281155,6.5,1330.303327,2,18
1,2002,14,Chhattisgarh,Durg,maize,3710,1288.219956,29.64486864,22.50732358,177.3112773,0.402,128648.331,57177.036,81000.801,21.85110817,73.60920264,6,820.0519465,2.5,20
1,2002,14,Chhattisgarh,Durg,chickpea,122650,706.2089898,25.27683402,3.829964185,131.2429473,0.257,1408468.446,782482.47,1408468.446,16.16245757,61.56991837,6.5,507.8054744,1.5,16
1,2002,14,Chhattisgarh,Durg,cotton,20,565.8880209,20.70190595,32.10243716,152.7002062,0.368,270,120,270,27.94697225,65.18328407,6,693.5224233,3,22
1,2003,14,Chhattisgarh,Durg,rice,766580,1445.653209,9.58255598,14.26240292,212.1536634,0.265,28645753.09,13749961.48,25208262.71,25.12046042,83.00738723,6.5,1009.273219,2,18
1,2003,14,Chhattisgarh,Durg,maize,3400,893.4179266,12.33576446,8.054128832,156.9540758,0.248,90284.382,40126.392,56845.722,26.92648422,67.22943846,6,862.969712,2.5,20
1,2003,14,Chhattisgarh,Durg,chickpea,138930,1042.335753,29.57171105,9.566932583,114.7436706,0.251,2454376.28,1363542.378,2454376.28,19.61527807,60.19623903,6.5,513.3543116,1.5,16
1,2003,14,Chhattisgarh,Durg,cotton,70,700.7900574,28.71702077,7.43878533,52.73465017,0.172,1350.0081,600.0036,1350.0081,28.60309468,71.99154028,6,703.4384221,3,22
1,2004,14,Chhattisgarh,Durg,rice,775990,979.8533582,19.27765682,8.751415251,161.961656,0.268,24607806.89,11811747.3,21654870.06,24.93057646,78.52962127,6.5,1216.141443,2,18
1,2004,14,Chhattisgarh,Durg,maize,3260,1242.629769,42.88376195,25.65350612,131.3541418,0.405,104395.2408,46397.8848,65730.3368,19.66264392,73.03943029,6,770.788321,2.5,20
1,2004,14,Chhattisgarh,Durg,chickpea,163220,563.2191768,21.3809985,8.783020649,151.3530215,0.248,1471947.34,817748.522,1471947.34,22.28564563,63.16449267,6.5,342.7579799,1.5,16
1,2004,14,Chhattisgarh,Durg,cotton,410,462.2299871,20.77540169,18.8093907,112.9316328,0.276,5670.054,2520.024,5670.054,29.50386607,61.21161105,6,668.3649729,3,22
1,2005,14,Chhattisgarh,Durg,rice,775990,1231.447367,30.79306814,32.75321607,134.3147126,0.436,24607806.89,11811747.3,21654870.06,26.58206389,83.43970828,6.5,949.9788994,2,18
1,2005,14,Chhattisgarh,Durg,maize,3260,1250.689392,27.0822771,21.75289924,110.0093238,0.337,104395.2408,46397.8848,65730.3368,20.18122509,66.96575869,6,956.4197559,2.5,20
1,2005,14,Chhattisgarh,Durg,chickpea,163220,545.2043022,28.75988807,12.36739914,160.6255153,0.308,1471947.34,817748.522,1471947.34,22.80558862,62.14531445,6.5,568.7532406,1.5,16
1,2006,14,Chhattisgarh,Durg,rice,781700,1656.264334,17.67863574,12.58067745,169.5532331,0.288,29427291.93,14125100.12,25896016.89,22.19629787,76.88519757,6.5,1109.177691,2,18
1,2006,14,Chhattisgarh,Durg,maize,5280,923.8740612,43.35246554,32.78848224,294.251015,0.543,135879.6384,60390.9504,85553.8464,23.17371419,71.40530149,6,590.2746998,2.5,20
1,2006,14,Chhattisgarh,Durg,chickpea,170600,628.1615473,14.955298,21.78146831,167.8385462,0.339,2222460.792,1234700.44,2222460.792,24.38091125,60.64611915,6.5,658.8667828,1.5,16
1,2006,14,Chhattisgarh,Durg,cotton,190,237.4542579,48.11969593,9.13029623,118.3903058,0.297,1350.0108,600.0048,1350.0108,26.01892735,65.55969078,6,742.2023758,3,22
1,2007,14,Chhattisgarh,Durg,rice,799890,1465.964196,11.48480321,0,111.5773054,0.176,27395832.56,13149999.63,24108332.65,23.86740454,81.35980594,6.5,1180.555909,2,18
1,2007,14,Chhattisgarh,Durg,maize,3300,963.8325207,16.59608608,15.06282753,159.4041276,0.295,103109.193,45826.308,64920.603,22.19930273,67.3467234,6,793.1943918,2.5,20
1,2007,14,Chhattisgarh,Durg,chickpea,143200,956.2987737,48.04267818,27.20377247,88.4585014,0.405,2345100.48,1302833.6,2345100.48,18.99304869,54.16825481,6.5,516.5809953,1.5,16
1,2007,14,Chhattisgarh,Durg,cotton,40,237.0845989,19.96845273,16.02224167,56.55940446,0.236,270,120,270,24.89867314,65.40803233,6,620.8774256,3,22
1,2008,14,Chhattisgarh,Durg,rice,803370,831.4548198,45.84504907,26.32851965,95.60322648,0.43,17602238.38,8449074.425,15489969.78,25.13712595,85.51396645,6.5,1321.234768,2,18
1,2008,14,Chhattisgarh,Durg,maize,3400,1015.61643,2.569683272,30.02417812,138.9689465,0.351,90415.656,40184.736,56928.376,19.87539257,72.91621968,6,761.2170453,2.5,20
1,2008,14,Chhattisgarh,Durg,chickpea,131940,959.5451821,34.54280646,7.228297906,108.5457114,0.248,2034617.713,1130343.174,2034617.713,20.94718486,62.23623842,6.5,634.1665217,1.5,16
1,2008,14,Chhattisgarh,Durg,cotton,10,1000.761793,27.1578419,13.22581767,136.9879868,0.291,270,120,270,26.16115153,62.44556527,6,660.5576866,3,22
1,2009,14,Chhattisgarh,Durg,rice,789040,707.2216543,32.15901889,7.943197333,128.7464536,0.269,15551386.62,7464665.578,13685220.23,28.09986881,80.93245606,6.5,1181.080032,2,18
1,2009,14,Chhattisgarh,Durg,maize,3250,948.4501285,20.22524221,23.93882649,187.4162963,0.374,91783.8675,40792.83,57789.8425,20.43349342,65.84752135,6,1009.603865,2.5,20
1,2009,14,Chhattisgarh,Durg,chickpea,147220,856.6370116,20.29188511,4.370171198,239.541572,0.264,2341080.662,1300600.368,2341080.662,19.35587697,57.88206061,6.5,735.5689879,1.5,16
1,2010,14,Chhattisgarh,Durg,rice,777920,1829.758131,34.38827331,10.79969651,259.2445217,0.36,32979334.96,15830080.78,29021814.76,26.62703443,81.78549302,6.5,1269.679331,2,18
1,2010,14,Chhattisgarh,Durg,maize,3170,1536.81691,28.63461388,25.49821518,140.0128138,0.404,124732.0188,55436.4528,78534.9748,19.53827137,60.91668334,6,790.7937357,2.5,20
1,2010,14,Chhattisgarh,Durg,chickpea,184260,1098.923341,44.59247724,40.23284656,133.0703335,0.535,3147164.485,1748424.714,3147164.485,20.45491987,68.64769887,6.5,679.3300858,1.5,16
